id,name,image,ingredients,steps,source
90,고추된장무침,https://recipe1.ezmember.co.kr/cache/recipe/2016/10/04/f3d9dcd794f394469d674be1225ba7571.jpg,"풋고추                                                                                                            

10개 
된장                                                                                                            

1 
고추장                                                                                                            

0.5 
매실액                                                                                                            

1 
올리고당                                                                                                            

1 
참기름                                                                                                            

1 
다진마늘                                                                                                            

0.5 
깨                                                                                                            

0.5 
구매","풋고추,청양고추,오이고추등 어떤 고추든 상관없어요~
깨끗하게 씻어서 10개정도를 준비해주세요|한번에 집어먹기 편한크기로 잘라주세요|분량의 양념장을 넣고 양념장을 만들어주세요|분량의 양념장을 섞은후, 자른 고추를 넣고 무쳐주세요|저는 햄프씨드를 넣었는데요,,
깨를 넣고 마무리해주시면 된답니다^^",https://www.10000recipe.com/recipe/6857890
91,고추된장무침! 초간단하면서 맛있게 만드는 방법,https://recipe1.ezmember.co.kr/cache/recipe/2021/03/17/b25784b1215402045567acb1d12b35461.jpg,"오이고추                                                                                                            

10개 
된장                                                                                                            

4T 
쌈장                                                                                                            

2T 
고춧가루                                                                                                            

1T 
올리고당                                                                                                            

2T 
들기름                                                                                                            

1T 
깨                                                                                                            

1T 
구매","된장4T, 쌈장2T, 고춧가루1T, 올리고당2T, 들기름1T, 깨1T를 섞어서 양념을 만들어주세요|작지않게 어슷썰기 한 오이고추10개를 양념에 넣고 무쳐주세요|이렇게 반찬통에 담으면 완성|먹을때마다 그릇에 내어 드시면 됩니다!",https://www.10000recipe.com/recipe/6955357
92,고추 된장무침~5분이면 만들수 있는 여름철반찬 고추된장무침,https://recipe1.ezmember.co.kr/cache/recipe/2016/07/05/fd766b505d48cad86ec4c242264ec0611.jpg,"풋고추                                                                                                            

3개 
된장                                                                                                            

1/2큰술 
고추장                                                                                                            

1작은술 
올리고당                                                                                                            

1작은술 
매실청                                                                                                            

1큰술 
다진마늘                                                                                                            

1작은술 
참기름                                                                                                            

1작은술 
깨소금                                                                                                            

1작은술 
구매","고추는 쫑쫑 썰어주었어요~~~
썰어놓고 사진을 찍지 않은 것 같아요 ㅎㅎ|모든 양념을 잘 석어주었어요~~~|섞어놓은 양념에 숟가락으로 잘 섞어주었어요~~~
손에 묻힐 것도 없답니다~~~
저는 깔끔하게 고추만 무쳤지만 견과류나 땅콩을 부셔 넣어도 좋아요~~~|휘리릭 숟가락으로 섞어서 완성 접시에 담아주면 끝이랍니다~~
5분이나 걸렸나요 ~~
그런데 맛은 5분이 아니라 5시간 정성 들여 만든 음식보다 못한 것도 없답니다~~~
여름엔 이렇게 후다닥 불 없이 만들어 먹는 반찬들이 좋지 않나요~!!|입안에서 아삭아삭 씹히는 식감이 좋아서 자꾸만 먹게 되더라고요~~~|요즘 풋고추나 아삭이고 추 마트에 많이 나오고 가격도 착할 것 같아요~~~
지금이 제철이니까요~~~|고추의 효능
1, 고추는 열량이 낮고 캡사이신이라는 매운맛이 기초대사율을 높여 
살을 빼는데도 도움이 된다고 합니다~~~
2, 고추의 매운맛은 위액분비를 촉진시켜 주 고 단백질의 소화를 돕기에 
소화불량, 식욕부진에 효과가 좋다고 하지요~~~
3, 고추는 비타민C가 풍부해서 감기 예방에 좋지요~~~
4, 고추는 혈액순환에 도움을 주며 피로회복에도 원기를 돋우는 효능이 있지요~~~
고추는 껍질이 두꺼우며 윤기가 나고 씨가 적은 것이 영양도 좋고 
껍질이 단단한 것은 매운맛이 강하기 때문에 용도에 맞게 구매하셔서 드시면 됩니다~~
고추는 신문지에 잘 싸준 다음 냉장고에 보관하시면 신선하게 오래 보관할 수 있지요~~~|우리네 식탁에 요리할 때 없어서는 안되는 고추가 영양도 많고 
다이어트에도 도움이 된다고 하네요~~~
지금이 한참 제철인 고추 가격도 착한 고추 많이 드시면 좋겠지요~~~
그렇다고 너무 매운 청양고추를 많이 드시면
캡사이신 성분이 위를 쓰리게 할 수 있다고 하니 적당히 드시는 게 좋겠지요~~~|오늘도 혼자 간단하게 고추 된장에 묻혀서 한 끼 때운 것 같네요!!!
이곳 김해는 날씨는 흐렸지만 비는 오지 않았어요~~
아침에는 비가 많이 올 것 같았었거든요~!!
오늘도 제 블로그를 방문해주신 여러 이웃님들 즐겁고 행복한 날 되세요~~~",https://www.10000recipe.com/recipe/6852221
93,"반찬 없을 때~~~""콩나물 비빔밥""이 진리!!!",https://recipe1.ezmember.co.kr/cache/recipe/2017/07/11/0f91d1e38cd003bb74325f5257e33fe71.jpg,"콩나물                                                                                                            

2봉지 
물                                                                                                            

6컵 
소금                                                                                                            

1/2작은술 
간장                                                                                                            

6큰술 
설탕                                                                                                            

2큰술 
깨소금                                                                                                            

2큰술 
간마늘                                                                                                            

1/2큰술 
고춧가루                                                                                                            

1큰술 
파                                                                                                            

4큰술 
참기름                                                                                                            

1큰술 
매운고추                                                                                                            

적당량 
구매","(4인분)
콩나물 2봉지 ... 1kg
물 6컵 (1컵, 237ml) ... 1422ml
소금 ... 1/2 작은 술
뚜껑을 덮고 센 불에서 12분간 끓인 후
콩나물은 건져서 찬물에 헹궈 체에 밭쳐 물기를 뺍니다.센불덮은 뚜껑에서 김이 오르고 3분 후에 불을 끄는 방법도 있어요.|콩나물 삶은 물은 충분히 식힙니다.|쌀과 콩나물 삶아 식힌 물을 1:1로 잡고
전기 압력밥솥에 밥을 합니다.
평소와 동일하게 밥 물을 잡아주시면 되어요.저희집 쌀은 발아현미쌀이라 색이 하얗지 않아요|[양념장 만들기]
간장 6 큰 술
설탕 2 큰 술
깨소금 2 큰 술
간 마늘 1/2 큰 술
고춧가루 1 큰 술
잘게 썬 파 4 큰 술
참기름 1 큰 술단맛이 싫으시면 설탕을 1큰술로 줄여주세요.|칼칼하게 매운맛을 원하면
매운 고추도 잘게 다져 넣어줍니다.|밥 위에 콩나물 듬뿍~
맛난 양념장을 올리면
콩나물 비빔밥이 완성됩니다.|식힌 콩나물 삶은 국물이 남아서
콩나물과 다진 파 넣고
멸치 액젓, 소금 약간으로 간을 했더니
맛난 콩나물 냉국이 만들어졌어요.|계란 프라이 하나 올려주면
그 맛이 더욱 업!!!!!
반찬이 없어 걱정되는 날
간단하게 콩나물 비빔밥으로 
가족의 입맛을 사로잡아보시는 건 어떠세요?",https://www.10000recipe.com/recipe/6872531
94,초간단 콩나물 비빔밥,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/09/e61f54aec87749bb887f5901f13790861.jpg,"콩나물 크게                                                                                                            

2줌 
참기름                                                                                                            

1T 
참깨                                                                                                            

솔솔 
계란                                                                                                            

2개 
고추장                                                                                                            

0.5T 
고춧가루                                                                                                            

0.5T 
다진마늘                                                                                                            

0.1T 
참기름                                                                                                            

1T 
간장                                                                                                            

2T 
올리고당                                                                                                            

1T 
다진파                                                                                                            

1T 
구매","콩나물은 깨끗이 씻어 다듬어주세요~|분량대로 양념장 먼저 만들어줍니다~|마지막에 대파까지 넣으면 완성! 참쉽죠!|콩나물은 후라이팬에 올려 볶아주세요중불|펼쳐서 익히면 더 금방익어용~|콩나물 숨이 죽으면 참기름 한스푼 휘릭 둘러주세요|참기름에 잘 볶아지게 해주세요|그릇에 콩나물을 올리고 참깨는 손가락으로 으깨듯이 뿌려주세요~더 고소한 향이 솔솔 나요|밥위에 계란후라이 반숙을 올려주세요|콩나물을 잔뜩 밥에 올리고 양념장은 본인 취향만큼~
비벼서 먹으면 고소하고 담백한 콩나물 비빔밥 완성!",https://www.10000recipe.com/recipe/6870996
95,콩나물비빔밥 만들기,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/02/315d3fb7c2b1f94e46af4832dfa3fccc1.jpg,"콩나물                                                                                                            

1봉지 
달걀                                                                                                            

1개 
밥                                                                                                            

1공기 
김가루                                                                                                            

 
물                                                                                                            

3~4컵 
대파                                                                                                            

 
청양고추                                                                                                            

 
간장                                                                                                            

4큰술 
고춧가루                                                                                                            

1큰술 
올리고당                                                                                                            

1큰술 
참기름                                                                                                            

3큰술 
통깨                                                                                                            

 
구매",콩나물을 깨끗하게 씻어줍니다.|냄비에 물 3~4컵 정도 넣고 콩나물을 데쳐줍니다. 데친 콩나물은 찬물에 헹궈 물기를 제거해주세요.|양념장은 분량대로 만들어 주세요.|계란후라이도 해주세요.|그릇에 밥한공기 담고 그위에 콩나물 올려주고 계란후라이 그리고 양념장 김가루를 올려주면 완성!,https://www.10000recipe.com/recipe/6842491
96,10분반찬 양배추반찬♪ 굴소스 양배추볶음,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/20/f27fee13de0f1c6f3b3b7d5ffa1c8b511.jpg,"양배추                                                                                                            

1/6통 
양파                                                                                                            

1/2개 
청양고추                                                                                                            

1-2개 
다진파                                                                                                            

1줌 
기름                                                                                                            

2T 
굴소스                                                                                                            

1T 
후추                                                                                                            

약간 
구매","분량의 재료를 준비해주세요. 다진파는 사진처럼 많이 준비하실 필요없이 한줌 정도 준비해주세요. 양배추도 저렇게 얇게 채 썰지 않으셔도 좋아요. 적당히 채 썰어주세요:)양배추 1/6통, 다진파전 샐러드 만들어 먹을 용으로 남겨 둔 양배추를 써서 저렇게 얇답니다^^;;|양파는 채 썰고 취향에 따라 청양고추도 송송 썰어 준비해주세요.양파 1/2개, 청양고추 1-2개|팬에 기름 2T 두르고 다진 파를 넣어 약불에서 파기름을 만들어 주세요.파 한줌, 기름 2T약불|파향이 올라오면 양파를 넣어 센불에서 약 30초간 볶아주세요.양파센불전 잠깐 딴짓하다가 파를 태웠어요~ 저처럼 파 타지 않게 조심해주세요 ㅎㅎ|그 다음 양배추와 청양고추를 넣어 약 30초간 볶아주세요.양배추, 청양고추센불|그리고 굴소스 1T를 넣어 약 2분간 더 볶아주세요.굴소스 1T센불채 썬 굵기와 기호에 따라 더 볶아주셔도, 덜 볶아주셔도 좋아요.|마지막으로 후추 톡톡해서 한번 더 섞어주면 완성입니다.후추",https://www.10000recipe.com/recipe/6884276
97,다이어트 부담없는 건강반찬 양배추볶음 레시피,https://recipe1.ezmember.co.kr/cache/recipe/2021/07/02/796819e28bce140e11e6deda989430c21.jpg,"양배추                                                                                                            

220g 
진간장                                                                                                            

2T 
굴소스                                                                                                            

2T 
맛술                                                                                                            

2T 
물                                                                                                            

2T 
깨소금                                                                                                            

1/2T 
참기름                                                                                                            

1/2T 
구매","양배추 심지 부분을 칼로 썰어 제거해주세요.|먹기 좋은 크기로 양배추를 썰어주세요.약 4cm 정도 한입 크기로 썰어주면 식감이 좋아요.|썰어놓은 양배추를 찬물에 깨끗이 씻어주시고 체에 받쳐 물기를 빼주세요.|진간장 2T, 굴소스 2T, 맛술 2T, 물 2T, 깨소금 1/2T, 참기름 1/2T를 한번에 넣고 섞어서 양념장을 만들어주세요.|오목한 팬에 손질한 양배추를 넣어주세요.센 불|준비된 양념장을 양배추에 골고루 부어주세요.센 불|양배추에 양념이 스며들도록 조리국자로 섞어가며 5분 동안 볶아주세요.센 불아래에서 위로 골고루 섞어가며 볶아주세요. 인덕션 사용하시는 경우 총 8분정도 볶아주세요.|양배추에 양념이 잘 스며들어 살짝 숨이죽으면 불을 꺼줍니다.|적당한 그릇에 담아 먹으면 부담없이 즐길 수 있는 아삭한 식감의 건강식 반찬! 양배추 볶음이 완성됩니다^^",https://www.10000recipe.com/recipe/6961062
98,"[저염식] 담백하고 깔끔한맛, ""양배추볶음""♪",https://recipe1.ezmember.co.kr/cache/recipe/2019/02/20/595e3ef1f357222a2db27477c7190a5d1.jpg,"양배추                                                                                                            

1/8조각 
대파                                                                                                            

 
소금                                                                                                            

적당량 
후추                                                                                                            

적당량 
깨                                                                                                            

적당량 
구매","우선 양배추는 0.5cm 정도의 크기로 썰어줍니다.|대파는 한스푼 정도의 양이 나오게 다져주고요~|깊이가 있는 팬에 양배추와 대파를 바로 넣어줍니다.|식용유 반스푼을 넣은 다음, 가스불을 중불로 켜고 젓가락으로 섞어가며 재빠르게 볶아주기 시작합니다.중불|양배추 숨이 죽으면 소금, 후추로 살짝 간을 해주고요~|다시 재빠르게 섞어주면 초초초!! 간단하게 볶음요리가 완성됩니다. 볶는 시간이 1분이면 충분한 초스피드 요리예요.|아삭함은 살려내면서 양배추의 숨만 살짝 죽여 단맛을 끌어올린 양배추볶음!!!",https://www.10000recipe.com/recipe/6907009
99,백종원 마늘볶음밥 만드는 법 간단 한 그릇 음식,https://recipe1.ezmember.co.kr/cache/recipe/2019/03/26/cc320ce3bf4477b514b8b4edb7dca9521.jpg,"통마늘                                                                                                            

4개 
다진 마늘                                                                                                            

1/2큰술 
식용유                                                                                                            

3큰술 
버터                                                                                                            

1큰술 
진간장                                                                                                            

1큰술 
소금                                                                                                            

약간 
구매","먼저 마늘을 얇게 썰어주세요.|중약 불로 예열한 팬에 식용유를 두르고, 얇게 썬 마늘과 다진 마늘을 넣고 달달 볶아 마늘 기름을 만들어요.|마늘이 노릇노릇해지면 소금과 간장을 넣고 가볍게 섞은 뒤 가스불을 꺼요.|밥 한 공기를 넣고 양념과 잘 섞어줍니다.|다시 가스불을 켜고, 버터를 넣어 잘 섞어주세요.|마늘 볶음밥 완성 :)",https://www.10000recipe.com/recipe/6909229
100,마늘볶음밥,https://recipe1.ezmember.co.kr/cache/recipe/2017/08/22/1a939052fdc3d05f62c5f6934e254b361.png,"베이컨                                                                                                            

3장 
양파                                                                                                            

1/4개 
밥                                                                                                            

210g 
소금                                                                                                            

1/2t 
후추                                                                                                            

1/2t 
계란                                                                                                            

1개 
마늘                                                                                                            

5톨 
구매","재료를 준비해주세요.|팬에 기름을 두르고 자른마늘을 볶아주세요,|다진양파를 볶아주세요.|베이컨을 넣고 볶아주세요.|밥을 넣고 볶아주세요.|소금을 넣어주세요.|후추를 넣어주세요.|계란을 넣고 잘 볶아준 다음 접시에 담으면 완성~!!",https://www.10000recipe.com/recipe/6875145
101,"깔끔한 맛, ""마늘볶음밥""♪",https://recipe1.ezmember.co.kr/cache/recipe/2015/09/13/e76372b9ad2d0d4a32fd4e43993fb0981.jpg,"밥                                                                                                            

1공기 
통마늘                                                                                                            

10개 
양파                                                                                                            

1/4조각 
노란파프리카                                                                                                            

 
빨간파프리카                                                                                                            

 
계란                                                                                                            

1개 
참기름                                                                                                            

 
깨                                                                                                            

 
굴소스                                                                                                            

1스푼 
구매","우선 통마늘은 편썰어주고요~
양파, 파프리카도 잘게 다져서 준비합니다.|후라이팬에 식용유를 넉넉히 넣은 후, 약불에서 편마늘을 서서히 익혀줍니다. 구워준다 생각하고 노릇노릇하게^^|편마늘이 다 익으면 양파와 파프리카도 넣어서 볶아주고요~|양파가 투명해지는게 보이면 찬밥1공기와 굴소스1스푼을 넣어줍니다.|스푼을 세워가며 밥을 풀어헤치고~ 양념이 잘 베이도록 볶아주면 볶음밥은 완성!!|다른 후라이팬을 꺼내어 반숙으로 후라이도 하나 만들어주고요~|그릇에 볶음밥을 듬뿍 담은 후, 반숙 올려주면 마늘볶음밥은 완성!!",https://www.10000recipe.com/recipe/6834286
102,매콤달콤 고추장 감자볶음,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/19/d4d1135f2814bd3b38494f170cf3144b1.jpg,"감자                                                                                                            

2개 
양파                                                                                                            

 
대파                                                                                                            

 
고추장                                                                                                            

1스푼 
설탕                                                                                                            

1스푼 
다진마늘                                                                                                            

1스푼 
구매","먼저 재료를 손질해주세요.|달궈진 팬에 기름을 두르고 파를 넣고 파기름을 만들어주세요.|그런다음 양파를 넣고|채썬 감자도 넣어주세욤.|감자가 익어갈때쯤|미리 준비해둔 양념을 쉐킷해주시고 감자에 넣어주세욤.|이제 양념이 고루고루 잘 배이도록 섞어주세요 이때 간장 한스푼, 소금 조금으로 밑간을 해주세욤.|드디어 완성",https://www.10000recipe.com/recipe/6834701
103,밥도둑이 따로없네!고추장감자볶음,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/19/b1b825a57c76581aef1c7f014f37182c1.jpg,"감자                                                                                                            

3-4개 
양파                                                                                                            

1개 
깨소금                                                                                                            

약간 
물                                                                                                            

1/2컵 
고추장                                                                                                            

1T 
간장                                                                                                            

2T 
고춧갖루                                                                                                            

1T 
올리고당                                                                                                            

2T 
다진마늘                                                                                                            

1T 
참기름                                                                                                            

1T 
구매","재료는 먹기좋게 깍둑썰기 해 주셔서 감자와 당근 먼저 팬에 기름을 두른 후 볶아 주세요.|감자가 좀 익었다 싶으면 양파를 넣어 같이 볶아 주세요.|볶아지는 동안 양념장을 만들어 주세요.|재료들이 어느정도 볶아졌으면 양념장을 넣어 골고루 볶아주세요.|볶으시다가 물을 약간 넣어 주세요.
(종이컵으로 반컵정도)|뚜껑을 닫고 조금 졸여주신 후 깨소금으로 마무리 해 주세요.",https://www.10000recipe.com/recipe/6884233
104,"빨간 감자볶음 만들기, 고추장 감자볶음레시피",https://recipe1.ezmember.co.kr/cache/recipe/2022/07/13/c8c130af18a68be2525ae14d2a3230641.jpg,"감자                                                                                                            

2개 
식용유                                                                                                            

약간 
물                                                                                                            

1~2스푼 
고추장                                                                                                            

1T 
생강즙                                                                                                            

1t 
고춧가루                                                                                                            

1t 
다진파                                                                                                            

약간 
연두                                                                                                            

약간 
깨소금                                                                                                            

약간 
구매","중간크기의 감자를 먹기 좋은 크기로 채를 썹니다. 굵은 소금 약간 넣고 물에 담궈 전분을 빼주세요.약 30분가량|감자를 체에 받쳐 물기를 빼줍니다.|가열된 팬에 적당히 기름을 둘러주세요.|투명하게 볶아줍니다.중약불|반정도 익었다 싶을 때 고추장, 생강즙(없으면 생략가능, 마늘로 대체해도 됩니다), 물 1~2스푼 넣어주세요.|고추가루와 파를 넣고 볶아줍니다.맵게 먹고 싶으면 청양고추를 넣어주세요.|약간의 물기가 남아 있으면 보기에도 좋겠죠? 익었으면 담아낼게요~고추장이 들어가서 계속 저어주지 않으면 탈 수 있어요.|깨소금을 뿌려서 담아냅니다.",https://www.10000recipe.com/recipe/6983473
105,"고구마샐러드:한끼 식사로,가니쉬로,샌드위치로~~",https://recipe1.ezmember.co.kr/cache/recipe/2015/10/20/310c8974cd43f83ff4d19ad7c9d632ee1.jpg,"고구마(중)                                                                                                            

3개 
양파                                                                                                            

1/2개 
당근                                                                                                            

1/2개 
소금                                                                                                            

약간 
후추                                                                                                            

약간 
버터                                                                                                            

1/2큰술 
마요네즈                                                                                                            

1큰술 
머스터드                                                                                                            

1/2큰술 
꿀                                                                                                            

1작은술 
우유                                                                                                            

1~2큰술 
구매","고구마를 익히는 동안
양파과 당근을 잘게 다진 후
버터에 소금,후추 뿌려 볶아준다|삶거나 찌거나 구워낸 고구마는
껍질을 벗기고 식기전에 으깬다|볶은채소들을 합체시킨다|고구마 양에 맞춰 소스를 넣어주는데 마요네즈와 머스터드 2대1비율로 넣어주면 맛있다
이때 꿀1작은술과 우유1큰술 정도를(이것도 고구마농도와 양에 맞춰 넣는다) 함께 넣어 섞어준다|한끼 식사로, 밥반찬으로 내어도 좋다|돈가스의 가니쉬로 내어도 좋다|빵사이에 넣어 샌드위치를 만들어 먹어도 좋다",https://www.10000recipe.com/recipe/6836476
106,고구마샐러드 부드럽게 만들기,https://recipe1.ezmember.co.kr/cache/recipe/2015/11/27/c43b1c41232c0b5233a8f32e136e8bb41.jpg,"고구마                                                                                                            

3개 
아몬드슬라이스                                                                                                            

 
건포도                                                                                                            

 
마요네즈                                                                                                            

1스푼 
꿀                                                                                                            

1스푼 
우유                                                                                                            

1스푼 
구매","찐 고구마를 껍질 벗겨 덩어리 지지 않게 잘 으깨어 주세요. 입에 들어갔을 때 살살 녹게요.|찌는 동안엔 견과류 잘게 다져주시는데요. 통째로 사용해주셔도 크게 상관은 없으셔요. 건포도나 건 크린베리 사용하실 땐 뜨거운 물에 조금 담아 놓으셨다가 물기 닦아 사용해주시면 식감이 더 좋아요.|으깬 고구마에 마요네즈 1스푼, 꿀 1스푼, 우유 1스푼 넣어 골고루 섞어주세요. 요렇게 먹으면 부드러우면서 담백하기도 하고 달콤 달콤해요. 너무 달콤한 거 싫으실 때에는 요거트나 허니 머스터드 조금 더해주시면 좋구요. 우유는 농도에 따라 나머진 입맛에 맞게 조절해주세요. 전 딱 요 정도가 좋더라고요.|준비해둔 견과류를 넣어 다시 한번 섞어주면 완성이에요.",https://www.10000recipe.com/recipe/6837570
107,고구마샐러드,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/19/c5b63d47f7b6a405024aa5f7d4e7a77c1.jpg,"고구마                                                                                                            

 
건포도                                                                                                            

 
아몬드슬라이스                                                                                                            

 
스위트콘                                                                                                            

 
마요네즈                                                                                                            

1큰술 
허니머스타드소스                                                                                                            

1큰술 
구매","냄비에 물을 넣고 찜기에 고구마를 넣어 쪄주세요. 저는 쪄주었지만 어떤 방법으로든 익혀주기만 하면 되기에 삶으셔도 되구요~ 구워도 됩니다.|고구마를 부드럽게 으깨어주세요. 덩어리가 잡히지 않도록 쪼물쪼물해주시면 된답니다.|건포도, 아몬드 슬라이스, 스위트콘 그리고 허니머스타드 1큰술, 마요네즈 1술을 넣어 주세요. 뻑뻑하게 드시는게 싫으신 분은 우유를 좀 넣으셔도 돼요~아예 크림치즈로 맛을 내시는 분들도 꽤나 있더라구요.|그리고 골고루 버무려주시면 완성이에요~",https://www.10000recipe.com/recipe/6669861
108,간장 다진소고기볶음(다대기),https://recipe1.ezmember.co.kr/cache/recipe/2018/06/25/62f86951391b82bbaec39eb9173848b51.jpg,"소고기 다짐육                                                                                                            

174g 
간장                                                                                                            

6T 
올리고당                                                                                                            

3.5T 
다진마늘                                                                                                            

1.5T 
맛술                                                                                                            

1T 
매실액                                                                                                            

1T 
참기름                                                                                                            

2T 
깨소금                                                                                                            

2T 
후추                                                                                                            

1/2티스푼 
들기름                                                                                                            

1T 
구매","소고기 다짐육 174g을 준비합니다 *마트에서 갉아서 판매하는 걸로 샀어요|깨소금과 들기름을 빼고 준비된 모든 양념을 모두 넣고 골고루 섞어주세요 냉장실에 넣고 30분정도 재워주세요|센불에서 달달 볶아주세요 
고기가 익을수록 수분이 생깁니다|수분이 90~95%정도 없어질때까지 볶아주세요|마지막에 깨소금 2T와 들기름1T를 넣고 골고루 섞어주세요",https://www.10000recipe.com/recipe/6891424
109,"볶음밥, 주먹밥 어디든 잘 어울리는 '만능 소고기볶음'",https://recipe1.ezmember.co.kr/cache/recipe/2020/11/25/9fe62ad66a18fc8e986e749bf42704f01.jpg,"소고기                                                                                                            

200g 
다진마늘                                                                                                            

0.5t 
진간장                                                                                                            

3t 
맛술                                                                                                            

3t 
설탕                                                                                                            

1.5t 
후추                                                                                                            

톡톡 
참기름                                                                                                            

1t 
통깨                                                                                                            

톡톡 
구매","식용유를 두르고 소고기, 다진마늘을 넣어 볶아줍니다.중불타지 않도록 잘 볶아 주세요.|소고기가 익으면 양념 재료들을 넣고 볶아줍니다.중강불양념이 다 쫄을 때 까지 볶아주세요~|수분이 사라지면 통깨를 넣고 한 번 더 볶아줍니다.|완성~!!ㅎㅎ 정말 간단하죠?
그대로 반찬으로 먹어도 좋고 주먹밥, 김밥에 넣어 먹으면 더 좋은~ 만능 소고기 볶음 완성이랍니다.",https://www.10000recipe.com/recipe/6947579
110,"떡국, 비빔밥 고명 등 활용도 높은 소고기볶음 만들기",https://recipe1.ezmember.co.kr/cache/recipe/2018/01/13/a400cdea055685305528144396909e091.jpg,"소고기                                                                                갈은것


150g 
다진마늘                                                                                                            

1/3T 
맛술                                                                                                            

1T 
쯔유                                                                                국간장 1/2T


1T 
후추                                                                                                            

약간 
구매","소고기는 찬물에 30분정도 담궈서 핏물을 빼줍니다.|달군팬에 오일없이 소고기만 볶아줍니다.중불이상고기는 익으면서 뭉쳐지기때문에 젓가락으로 볶으면 좋아요.|고기가 반즈음 익었을때 마늘1/3T|맛술1T|쯔유1T를 넣어줍니다. 쯔유대신 국간장 1/2T정도 넣으시면되요. 고명으로 사용할것이기 때문에 간을 맞춘다기보다는 밑간을 한다는 느낌으로 심심하게 살짝 간을 해주시면 됩니다.|쎈불에 재빨리 볶아내면 끝.
양념이 들어가면 물이생기니 빨리볶으셔야해요.",https://www.10000recipe.com/recipe/6882262
111,정말 쉬운 감자간장조림~~실패율 0%!!!당장 도전입니당♡♡♡,https://recipe1.ezmember.co.kr/cache/recipe/2018/09/28/bf1119e96115a8d19b2014d81c9e4fb41.jpg,"감자                                                                                                            

3개 
양파                                                                                                            

조금 
다진파                                                                                생략가능


조금 
간장                                                                                                            

3숟가락 
물엿                                                                                                            

4숟가락 
식용유                                                                                                            

2숟가락 
통깨                                                                                                            

넉넉히 
도마조리용나이프믹싱볼채반볶음팬요리스푼구매",감자를 깍두기로 썰어요 넘 크지 않아야 양념이 잘 배어들어요|물에 헹궈서 전분기를 빼줘요|간장.물엿.식용유를 먼저 넣고(물을 먼저 넣고 양념을 넣으면 한강이 될 수 있어요)|물은 자작한 정도까지 붓고|뚜껑 덮고 10분정도 끓여요|10분 졸이면 물이 요정도|뚜껑열고 5분 정도 더 졸여요~~개인취향에 따라 진한 색을 좋아하면 타지 않게 팬을 흔들면서 색깔을 내요|깨범벅을 해야 맛있어요~,https://www.10000recipe.com/recipe/6896724
112,간장감자조림 물을 넣지 않아 쫀득해요~,https://recipe1.ezmember.co.kr/cache/recipe/2017/08/11/6281a7edd1c71856963ada5f65b9113f1.jpg,"감자                                                                                                            

3개 
올리고당                                                                                                            

1큰술 
설탕                                                                                                            

1큰술 
매실액                                                                                                            

1큰술 
간장                                                                                                            

2+1/2큰술 
참기름                                                                                                            

약간 
통깨                                                                                                            

약간 
대파                                                                                                            

약간 
구매","감자는 깍뚝썰어 준비합니다|찬물에 10분 정도 담가 놨다가 
헹구어 주고
설탕과 올리고 당, 매실액을
같은 분량으로 한 큰 술씩 넣어 주어요|잘 뒤적거려 준 뒤에
10분 정도 두었다가 끓일 거랍니다|물을 따로 넣지 않아도 물이 생겨요
그럼 그대로 냄비에 넣고 
끓여줍니다|뚜껑을 닫고 5분 정도 끓여 주었어요|눌어붙지 않게 뚜껑을 연 뒤
살살 뒤적거리며 끓여 주는데요
감자를 젓가락으로 찔러 봐서
80% 정도 익었다 싶을 때
간장을 넣어줍니다|이제 간장을 넣고 졸이면서
익혀주면 완성이 되는데요
감자의 크기가 다르니 간도 조금씩
다를 거예요|저는 처음에 간장을 2 큰 술 넣고
거의 졸여졌을 때 간을 보고
반 큰술 더 넣어서
간을 맞췄답니다
입맛에 맞게 간장의 양을 조절합니다|너무 뒤적거리면 감자가
으깨질 수 있으니
냄비를 살 살 흔들어 주면서
졸여 줍니다|파를 넣고 마지막까지 졸여주기|조리가 끝났을 때 통깨와
참기름을 넣어 마무리합니다",https://www.10000recipe.com/recipe/6874546
